,sentiment,text,polarity,std
6124,negative,pleito,-0.75,0.0
6125,negative,poco acogedor,-0.75,0.0
6126,negative,poco creativa,-0.75,0.0
6127,negative,poco creativo,-0.75,0.0
6128,negative,poco favorable,-0.75,0.0
6129,negative,poco fiable,-0.75,0.0
6130,negative,poco pacífico,-0.75,0.0
6131,negative,poner verde,-0.75,0.0
6132,negative,profanado,-0.75,0.088
6133,negative,pérdida auditiva,-0.75,0.0
6134,negative,qué lástima,-0.75,0.0
6135,negative,regañar,-0.75,0.0
6136,negative,reprender a gritos,-0.75,0.0
6137,negative,satanofobia,-0.75,0.0
6138,negative,sin tratamiento,-0.75,0.0
6139,negative,sin tratar,-0.75,0.0
6140,negative,sordera,-0.75,0.0
6141,negative,sucedáneo,-0.75,0.0
6142,negative,sufrir un colapso nervioso,-0.75,0.0
6143,negative,sufrir una crisis nerviosa,-0.75,0.0
6144,negative,tener unas palabras,-0.75,0.0
6145,negative,testaduro,-0.75,0.0
6146,negative,tirón de orejas,-0.75,0.0
6147,negative,tramposo,-0.75,0.0
6148,negative,traumatizar,-0.75,0.0
6149,negative,tufillo,-0.75,0.0
6150,negative,tufo,-0.75,0.0
6151,negative,vermiculado,-0.75,0.0
6152,negative,verminoso,-0.75,0.0
6153,negative,xenófobo,-0.75,0.0
6154,negative,ñoño,-0.75,0.0
6155,negative,abetalipoproteinemia,-0.625,0.0
6156,negative,acetoso,-0.562,0.088
6157,negative,acriminación,-0.625,0.0
6158,negative,adulterar,-0.562,0.088
6159,negative,afanar,-0.687,0.0
6160,negative,agobiar,-0.594,0.125
6161,negative,agobio,-0.625,0.0
6162,negative,agonía,-0.625,0.068
6163,negative,agorero,-0.687,0.177
6164,negative,agridulce,-0.562,0.265
6165,negative,altercado,-0.531,0.063
6166,negative,amnésico,-0.625,0.0
6167,negative,amortecerse,-0.625,0.0
6168,negative,anglofobia,-0.625,0.0
6169,negative,angustia mental,-0.625,0.0
6170,negative,apechar,-0.625,0.0
6171,negative,apretura,-0.625,0.0
6172,negative,aprieto,-0.625,0.0
6173,negative,arisco,-0.675,0.137
6174,negative,arrizar,-0.625,0.0
6175,negative,arruinarse,-0.625,0.0
6176,negative,asesinar,-0.625,0.112
6177,negative,asesinato,-0.625,0.0
6178,negative,asolador,-0.625,0.0
6179,negative,atezado,-0.625,0.0
6180,negative,atonía,-0.625,0.0
6181,negative,atrofiarse,-0.625,0.0
6182,negative,aturdimento,-0.625,0.0
6183,negative,avinagrado,-0.562,0.088
6184,negative,bastardo,-0.719,0.063
6185,negative,basto,-0.518,0.134
6186,negative,befar,-0.625,0.0
6187,negative,birlar,-0.542,0.0
6188,negative,bloqueo del escritor,-0.625,0.0
6189,negative,brete,-0.625,0.0
6190,negative,bufar,-0.625,0.0
6191,negative,camorrero,-0.625,0.0
6192,negative,cansancio,-0.625,0.0
6193,negative,carente,-0.625,0.0
6194,negative,cargarse,-0.625,0.0
6195,negative,cascarrabias,-0.625,0.088
6196,negative,castigar,-0.562,0.125
6197,negative,censurador,-0.625,0.0
6198,negative,chabacanería,-0.562,0.177
6199,negative,chacoteo,-0.625,0.0
6200,negative,chafarrinón,-0.625,0.0
6201,negative,chaquetero,-0.625,0.0
6202,negative,choquear,-0.625,0.0
6203,negative,citación a comparecencia,-0.625,0.0
6204,negative,combatir,-0.625,0.0
6205,negative,comparendo,-0.625,0.0
6206,negative,condena por asesinato,-0.625,0.0
6207,negative,conflicto,-0.625,0.056
6208,negative,contrasentido,-0.562,0.088
6209,negative,contratar esquiroles,-0.625,0.0
6210,negative,correría,-0.625,0.0
6211,negative,corrupto,-0.542,0.144
6212,negative,crisis de identidad,-0.625,0.0
6213,negative,dar un chasco,-0.625,0.0
6214,negative,dar un portazo,-0.625,0.0
6215,negative,dañoso,-0.531,0.161
6216,negative,defecto,-0.667,0.065
6217,negative,deficiencia,-0.575,0.068
6218,negative,delito,-0.687,0.088
6219,negative,desaconsejado,-0.562,0.088
6220,negative,desagradecido,-0.625,0.088
6221,negative,desasimiento,-0.625,0.0
6222,negative,desasistido,-0.625,0.0
6223,negative,desautorizar,-0.625,0.0
6224,negative,descalificado,-0.625,0.0
6225,negative,descaramiento,-0.625,0.0
6226,negative,descortesía,-0.521,0.123
6227,negative,descortés,-0.525,0.163
6228,negative,desenmadejar,-0.625,0.0
6229,negative,desfavorable,-0.594,0.161
6230,negative,deshonra,-0.719,0.072
6231,negative,deshonrar,-0.708,0.072
6232,negative,desigualmente,-0.625,0.0
6233,negative,deslucimiento,-0.562,0.177
6234,negative,desobedecer,-0.625,0.0
6235,negative,desproporcionado,-0.667,0.072
6236,negative,destructor,-0.687,0.0
6237,negative,destruirse,-0.625,0.0
6238,negative,desértico,-0.562,0.265
6239,negative,detrimento,-0.625,0.0
6240,negative,discordia,-0.542,0.072
6241,negative,dismenorrea,-0.625,0.0
6242,negative,disturbar,-0.687,0.0
6243,negative,divisivo,-0.625,0.0
6244,negative,doler,-0.525,0.168
6245,negative,dramón,-0.625,0.0
6246,negative,elegía,-0.625,0.0
6247,negative,embabucar,-0.625,0.0
6248,negative,embaucar,-0.594,0.0
6249,negative,embaír,-0.625,0.0
6250,negative,emboscada,-0.625,0.0
6251,negative,en situación crítica,-0.625,0.0
6252,negative,en un aprieto,-0.625,0.0
6253,negative,encandilar,-0.625,0.0
6254,negative,encargarse de,-0.625,0.0
6255,negative,endiablado,-0.625,0.265
6256,negative,engañosamente,-0.625,0.0
6257,negative,engreimiento,-0.562,0.177
6258,negative,enterrado,-0.625,0.0
6259,negative,epilepsia generalizada,-0.625,0.0
6260,negative,equilibrar riesgos,-0.625,0.0
6261,negative,eritrodermia,-0.625,0.0
6262,negative,escapatoria,-0.625,0.0
6263,negative,escocedura,-0.625,0.0
6264,negative,escozor,-0.625,0.0
6265,negative,estar enfermo,-0.687,0.0
6266,negative,estar indispuesto,-0.625,0.0
6267,negative,estrago,-0.625,0.0
6268,negative,estática,-0.625,0.0
6269,negative,faccioso,-0.625,0.0
6270,negative,falazmente,-0.625,0.0
6271,negative,falsificar,-0.521,0.065
6272,negative,falta de entendimiento,-0.625,0.0
6273,negative,farfolla,-0.625,0.0
6274,negative,filfa,-0.625,0.0
6275,negative,fin del mundo,-0.625,0.0
6276,negative,fracasar,-0.625,0.0
6277,negative,fullería,-0.625,0.0
6278,negative,fusilar,-0.625,0.0
6279,negative,galbana,-0.625,0.0
6280,negative,garabatos,-0.625,0.0
6281,negative,garrapato,-0.625,0.0
6282,negative,gilipollas,-0.583,0.065
6283,negative,gris carbón,-0.625,0.0
6284,negative,grosero,-0.583,0.146
6285,negative,grosería,-0.589,0.067
6286,negative,haber borrasca,-0.625,0.0
6287,negative,haber ráfaga,-0.625,0.0
6288,negative,haber temporal,-0.625,0.0
6289,negative,hacer bromas,-0.625,0.0
6290,negative,hambruna,-0.562,0.0
6291,negative,hediondez,-0.542,0.0
6292,negative,hijo de puta,-0.625,0.072
6293,negative,hijoputa,-0.625,0.072
6294,negative,hipognato,-0.625,0.0
6295,negative,hipotiroidismo,-0.625,0.0
6296,negative,holgazanería,-0.625,0.0
6297,negative,hortera,-0.625,0.0
6298,negative,hosquedad,-0.562,0.177
6299,negative,hurtar,-0.687,0.0
6300,negative,ido,-0.625,0.0
6301,negative,ignorancia,-0.562,0.063
6302,negative,ignorante,-0.518,0.094
6303,negative,ilógico,-0.625,0.0
6304,negative,imaginado,-0.625,0.0
6305,negative,imaginario,-0.625,0.0
6306,negative,impensable,-0.625,0.0
6307,negative,imperdonable,-0.562,0.088
6308,negative,implacable,-0.625,0.088
6309,negative,imprecación,-0.625,0.088
6310,negative,improperio,-0.542,0.072
6311,negative,impropiedad,-0.625,0.12
6312,negative,impás,-0.625,0.0
6313,negative,inadmisible,-0.625,0.217
6314,negative,inanimado,-0.687,0.063
6315,negative,inapetente,-0.625,0.0
6316,negative,inapetitoso,-0.625,0.0
6317,negative,incognoscible,-0.625,0.177
6318,negative,incomprensión,-0.625,0.0
6319,negative,increpación,-0.562,0.088
6320,negative,increpar,-0.625,0.0
6321,negative,incriminación,-0.625,0.0
6322,negative,inculpación,-0.562,0.0
6323,negative,indecencia,-0.583,0.072
6324,negative,indecoroso,-0.583,0.072
6325,negative,indigesto,-0.687,0.0
6326,negative,inexpugnable,-0.625,0.0
6327,negative,infernal,-0.525,0.125
6328,negative,infundir miedo,-0.625,0.0
6329,negative,infundir temor,-0.625,0.0
6330,negative,inhabilitado,-0.625,0.0
6331,negative,inmerecido,-0.7,0.153
6332,negative,inmutabilidad,-0.625,0.0
6333,negative,insensitividad,-0.625,0.0
6334,negative,irreconocible,-0.687,0.088
6335,negative,irrecuperable,-0.625,0.177
6336,negative,irreducible,-0.625,0.0
6337,negative,irse de,-0.625,0.0
6338,negative,jugar una broma,-0.625,0.0
6339,negative,lanzar improperios contra,-0.625,0.0
6340,negative,lasitud,-0.531,0.072
6341,negative,llorar,-0.667,0.0
6342,negative,lluvia radioactiva,-0.625,0.0
6343,negative,lordosis,-0.625,0.0
6344,negative,mal,-0.525,0.137
6345,negative,maldición,-0.562,0.094
6346,negative,mandinga,-0.625,0.0
6347,negative,medida cautelar,-0.625,0.0
6348,negative,melodramático,-0.625,0.0
6349,negative,mentir,-0.625,0.0
6350,negative,mestizar,-0.625,0.0
6351,negative,mácula,-0.562,0.088
6352,negative,nada halagador,-0.625,0.0
6353,negative,no elástico,-0.625,0.0
6354,negative,obscuridad,-0.625,0.125
6355,negative,odinofagia,-0.625,0.0
6356,negative,oscurecerse,-0.625,0.0
6357,negative,osteofito,-0.625,0.0
6358,negative,padecer,-0.562,0.088
6359,negative,pajarota,-0.625,0.0
6360,negative,palabra malsonante,-0.625,0.0
6361,negative,palabrota,-0.625,0.0
6362,negative,paranoico,-0.625,0.0
6363,negative,paraplejia,-0.625,0.0
6364,negative,paraplejía,-0.625,0.0
6365,negative,paraplégico,-0.625,0.0
6366,negative,peleador,-0.625,0.0
6367,negative,peligroso,-0.667,0.144
6368,negative,penalizar,-0.542,0.0
6369,negative,pendenciero,-0.625,0.0
6370,negative,perdida,-0.625,0.0
6371,negative,perdularia,-0.625,0.0
6372,negative,peso muerto,-0.625,0.0
6373,negative,picaresca,-0.625,0.0
6374,negative,pitada,-0.625,0.0
6375,negative,poco apetitoso,-0.625,0.0
6376,negative,poco elástico,-0.625,0.0
6377,negative,poco erudito,-0.625,0.0
6378,negative,poco escrupulosamente,-0.625,0.0
6379,negative,poco halagador,-0.625,0.0
6380,negative,poco ilustrado,-0.625,0.0
6381,negative,poco receptivo,-0.625,0.0
6382,negative,precariedad,-0.562,0.063
6383,negative,presagio negativo,-0.625,0.0
6384,negative,principiante,-0.625,0.0
6385,negative,problema de salud,-0.625,0.0
6386,negative,prognato,-0.625,0.0
6387,negative,prohibidor,-0.625,0.0
6388,negative,provincianismo,-0.625,0.0
6389,negative,pusilanimidad,-0.625,0.088
6390,negative,quejido,-0.625,0.0
6391,negative,rachear,-0.625,0.0
6392,negative,rebato,-0.625,0.0
6393,negative,recalcitrar,-0.625,0.0
6394,negative,rechiflar,-0.625,0.0
6395,negative,recular,-0.625,0.0
6396,negative,regañina,-0.562,0.088
6397,negative,regaño,-0.562,0.088
6398,negative,reniego,-0.625,0.0
6399,negative,reprochar,-0.667,0.072
6400,negative,reproche,-0.583,0.072
6401,negative,resentirse,-0.625,0.0
6402,negative,resignacion,-0.625,0.0
6403,negative,rosario raquítico,-0.625,0.0
6404,negative,roñoso,-0.719,0.125
6405,negative,rudo,-0.575,0.153
6406,negative,ruin,-0.542,0.191
6407,negative,rácano,-0.708,0.144
6408,negative,saltarse,-0.583,0.072
6409,negative,saprófito,-0.625,0.0
6410,negative,silbas,-0.625,0.0
6411,negative,sin éxito,-0.625,0.0
6412,negative,siniestro,-0.667,0.191
6413,negative,socorrer,-0.625,0.0
6414,negative,soez,-0.625,0.0
6415,negative,subdesarrollo,-0.625,0.0
6416,negative,sueldo de hambre,-0.625,0.0
6417,negative,sufrimiento,-0.578,0.093
6418,negative,sufrir una regresión,-0.625,0.0
6419,negative,tipo raro,-0.531,0.063
6420,negative,tiranicidio,-0.625,0.0
6421,negative,tirarse un farol,-0.625,0.0
6422,negative,tomar prestado,-0.625,0.0
6423,negative,tosquedad,-0.625,0.0
6424,negative,traicionar,-0.687,0.063
6425,negative,trastorno maníaco,-0.625,0.0
6426,negative,trastornos biliares,-0.625,0.0
6427,negative,tísico,-0.625,0.0
6428,negative,vaya,-0.625,0.0
6429,negative,vituperación,-0.625,0.0
6430,negative,volteado,-0.625,0.0
6431,negative,volubilidad,-0.625,0.0
6432,negative,voluble,-0.562,0.265
6433,negative,yerto,-0.625,0.0
6434,negative,zafiedad,-0.667,0.144
6435,negative,zafio,-0.625,0.088
6436,negative,ablandabrevas,-0.5,0.0
6437,negative,abombar,-0.5,0.0
6438,negative,abordabilidad,-0.5,0.0
6439,negative,abroncar,-0.5,0.0
6440,negative,aburrir,-0.5,0.0
6441,negative,abusión,-0.5,0.0
6442,negative,acalorar,-0.5,0.0
6443,negative,aciago,-0.5,0.0
6444,negative,acidez de estómago,-0.5,0.0
6445,negative,acoquinado,-0.5,0.0
6446,negative,acracia,-0.5,0.0
6447,negative,acusación falsa,-0.5,0.0
6448,negative,adiposo,-0.5,0.0
6449,negative,adustez,-0.5,0.177
6450,negative,agentes,-0.5,0.0
6451,negative,agranulocítico,-0.5,0.0
6452,negative,alarmismo,-0.5,0.0
6453,negative,albuminuria,-0.5,0.0
6454,negative,algómetro,-0.5,0.0
6455,negative,alopécico,-0.5,0.0
6456,negative,aminorado,-0.5,0.0
6457,negative,amnesia retrógrada,-0.5,0.0
6458,negative,analfabetismo,-0.5,0.0
6459,negative,anarquía,-0.5,0.0
6460,negative,anatematizar,-0.5,0.0
6461,negative,anestesia,-0.5,0.0
6462,negative,anginal,-0.5,0.0
6463,negative,anginoso,-0.5,0.0
6464,negative,angustioso,-0.5,0.0
6465,negative,aniquilación,-0.5,0.0
6466,negative,aniquilamiento,-0.5,0.0
6467,negative,anodino,-0.5,0.0
6468,negative,anquilosis,-0.5,0.0
6469,negative,antagonizar,-0.5,0.0
6470,negative,ante-mortem,-0.5,0.0
6471,negative,apelante,-0.5,0.0
6472,negative,apocalipsis,-0.5,0.0
6473,negative,ardentía,-0.5,0.0
6474,negative,ardor de estómago,-0.5,0.0
6475,negative,ardores,-0.5,0.0
6476,negative,arrasamiento,-0.5,0.0
6477,negative,arremeter contra,-0.5,0.088
6478,negative,arruinamiento,-0.5,0.0
6479,negative,arteria cerebelosa inferior,-0.5,0.0
6480,negative,artralgia,-0.5,0.0
6481,negative,asaltante,-0.5,0.0
6482,negative,asesinato mafioso,-0.5,0.0
6483,negative,asolar,-0.5,0.0
6484,negative,astrafobia,-0.5,0.0
6485,negative,astuta,-0.5,0.0
6486,negative,astuto,-0.5,0.0
6487,negative,atacante,-0.5,0.0
6488,negative,ataque repentino,-0.5,0.0
6489,negative,aterrador,-0.5,0.0
6490,negative,atolladero,-0.5,0.0
6491,negative,atormentarse,-0.5,0.0
6492,negative,atrasarse,-0.5,0.0
6493,negative,aventar,-0.5,0.0
6494,negative,avitaminosis B1,-0.5,0.0
6495,negative,ay,-0.5,0.0
6496,negative,azarosamente,-0.5,0.0
6497,negative,aztreonam,-0.5,0.0
6498,negative,azul marino,-0.5,0.0
6499,negative,añadir una imperfección,-0.5,0.0
6500,negative,baja de personal,-0.5,0.0
6501,negative,baldado,-0.5,0.0
6502,negative,batracomiomaquia,-0.5,0.0
6503,negative,befa,-0.5,0.0
6504,negative,bellacamente,-0.5,0.0
6505,negative,berenjenal,-0.5,0.0
6506,negative,beriberi,-0.5,0.0
6507,negative,bibos,-0.5,0.0
6508,negative,biserrado,-0.5,0.0
6509,negative,blanquito,-0.5,0.0
6510,negative,bluff,-0.5,0.0
6511,negative,bombardeo aéreo,-0.5,0.0
6512,negative,bragas,-0.5,0.0
6513,negative,brazal de luto,-0.5,0.0
6514,negative,broncoespasmo,-0.5,0.0
6515,negative,bronquítico,-0.5,0.0
6516,negative,caballo rojo,-0.5,0.0
6517,negative,cabezudo,-0.5,0.0
6518,negative,cabezón,-0.5,0.0
6519,negative,cacofonía,-0.5,0.0
6520,negative,cacofónico,-0.5,0.0
6521,negative,cadaverina,-0.5,0.0
6522,negative,caer de plano,-0.5,0.0
6523,negative,cafre,-0.5,0.0
6524,negative,cagarla,-0.5,0.0
6525,negative,cagón,-0.5,0.0
6526,negative,calambrazo,-0.5,0.0
6527,negative,calambre,-0.5,0.0
6528,negative,calumnia,-0.5,0.063
6529,negative,canotier,-0.5,0.0
6530,negative,canotié,-0.5,0.0
6531,negative,canto fúnebre,-0.5,0.0
6532,negative,cantonero,-0.5,0.0
6533,negative,cariadura,-0.5,0.0
6534,negative,casa de locos,-0.5,0.0
6535,negative,castigable,-0.5,0.0
6536,negative,cataclísmico,-0.5,0.0
6537,negative,catastrofismo,-0.5,0.0
6538,negative,chapuza,-0.5,0.0
6539,negative,charro,-0.5,0.0
6540,negative,cheposo,-0.5,0.0
6541,negative,chiquilicuatro,-0.5,0.0
6542,negative,chirriante,-0.5,0.0
6543,negative,chismosa,-0.5,0.0
6544,negative,chucho,-0.5,0.0
6545,negative,cita errónea,-0.5,0.0
6546,negative,cizañar,-0.5,0.0
6547,negative,cleptómano,-0.5,0.0
6548,negative,cnidiosporidios,-0.5,0.0
6549,negative,colchoneta,-0.5,0.0
6550,negative,cominero,-0.5,0.0
6551,negative,comisar,-0.5,0.0
6552,negative,complicar,-0.5,0.177
6553,negative,comprometedor,-0.5,0.0
6554,negative,con escepticismo,-0.5,0.0
6555,negative,condenar de antemano,-0.5,0.0
6556,negative,condolerse,-0.5,0.0
6557,negative,confrontar,-0.5,0.0
6558,negative,conmoción cerebral,-0.5,0.0
6559,negative,consolable,-0.5,0.0
6560,negative,contrabandear,-0.5,0.0
6561,negative,contrahacimiento,-0.5,0.0
6562,negative,contrahecho,-0.5,0.0
6563,negative,corcovado,-0.5,0.0
6564,negative,cosa indispensable,-0.5,0.0
6565,negative,crepuscular,-0.5,0.0
6566,negative,criminalmente,-0.5,0.0
6567,negative,criticón,-0.5,0.354
6568,negative,crueldad asesina,-0.5,0.0
6569,negative,cruz papal,-0.5,0.0
6570,negative,cruz patriarcal,-0.5,0.0
6571,negative,cruz pontificia,-0.5,0.0
6572,negative,cruzarse de brazos,-0.5,0.0
6573,negative,crédulo,-0.5,0.0
6574,negative,cubil,-0.5,0.0
6575,negative,curco,-0.5,0.0
6576,negative,curioseo,-0.5,0.0
6577,negative,de forma indecorosa,-0.5,0.0
6578,negative,de reojo,-0.5,0.0
6579,negative,decoloración,-0.5,0.0
6580,negative,deletereo,-0.5,0.0
6581,negative,demandante en casación,-0.5,0.0
6582,negative,demente,-0.5,0.0
6583,negative,deprecación,-0.5,0.0
6584,negative,derecho penal,-0.5,0.0
6585,negative,desabrido,-0.5,0.0
6586,negative,desanimadamente,-0.5,0.0
6587,negative,desapacible,-0.5,0.0
6588,negative,desaprensión,-0.5,0.0
6589,negative,desatención,-0.5,0.0
6590,negative,descariñado,-0.5,0.0
6591,negative,descolorido,-0.5,0.0
6592,negative,desdeñable,-0.5,0.0
6593,negative,desenmarañado,-0.5,0.0
6594,negative,deseo de muerte,-0.5,0.0
6595,negative,desequilibrio emocional,-0.5,0.0
6596,negative,desfavorecer,-0.5,0.0
6597,negative,desgraciadamente,-0.5,0.177
6598,negative,deshonestamente,-0.5,0.0
6599,negative,deshonesto,-0.5,0.177
6600,negative,desinclinado,-0.5,0.0
6601,negative,desmejorar,-0.5,0.0
6602,negative,desmesura,-0.5,0.088
6603,negative,desorientamiento,-0.5,0.0
6604,negative,desprotección,-0.5,0.0
6605,negative,desproveído,-0.5,0.0
6606,negative,destructibilidad,-0.5,0.0
6607,negative,dificultad,-0.5,0.117
6608,negative,disimulación,-0.5,0.0
6609,negative,disonancia,-0.5,0.088
6610,negative,disparejo,-0.5,0.0
6611,negative,disuria,-0.5,0.0
6612,negative,dolor agudo,-0.5,0.0
6613,negative,dura crítica,-0.5,0.0
6614,negative,elegiaco,-0.5,0.0
6615,negative,embastecido,-0.5,0.0
6616,negative,embravecido,-0.5,0.177
6617,negative,empalidecer,-0.5,0.0
6618,negative,empeorarse,-0.5,0.0
6619,negative,en demasía,-0.5,0.0
6620,negative,en la inconsciencia,-0.5,0.0
6621,negative,en modo profano,-0.5,0.0
6622,negative,encame,-0.5,0.0
6623,negative,endecha,-0.5,0.0
6624,negative,enemigo mortal,-0.5,0.0
6625,negative,enemistar,-0.5,0.0
6626,negative,enervado,-0.5,0.0
6627,negative,enfermedad de la sangre,-0.5,0.0
6628,negative,enfrentamiento,-0.5,0.063
6629,negative,enfrentar,-0.5,0.0
6630,negative,ennegrecer,-0.5,0.072
6631,negative,ennegrecerse,-0.5,0.0
6632,negative,enrarecido,-0.5,0.0
6633,negative,entorpecer,-0.5,0.0
6634,negative,entrometida,-0.5,0.0
6635,negative,entumecido,-0.5,0.0
6636,negative,envilecido,-0.5,0.0
6637,negative,eritema,-0.5,0.0
6638,negative,escarcharse,-0.5,0.0
6639,negative,escarnecedor,-0.5,0.0
6640,negative,esclerosis múltiple,-0.5,0.0
6641,negative,esguince,-0.5,0.0
6642,negative,esmerarse,-0.5,0.0
6643,negative,espasmo,-0.5,0.0
6644,negative,espasmo muscular,-0.5,0.0
6645,negative,especiosidad,-0.5,0.0
6646,negative,espermicida,-0.5,0.0
6647,negative,espondilitis,-0.5,0.0
6648,negative,esporádico,-0.5,0.0
6649,negative,estado incompleto,-0.5,0.0
6650,negative,estar pendiente,-0.5,0.0
6651,negative,estereotipado,-0.5,0.0
6652,negative,estranguladores,-0.5,0.0
6653,negative,estremecido,-0.5,0.0
6654,negative,estresante,-0.5,0.0
6655,negative,estribación,-0.5,0.0
6656,negative,estúpidamente,-0.5,0.088
6657,negative,evasivo,-0.5,0.0
6658,negative,exasperado,-0.5,0.0
6659,negative,excesivamente,-0.5,0.0
6660,negative,excrecencia,-0.5,0.0
6661,negative,exponer al peligro,-0.5,0.0
6662,negative,extremado,-0.5,0.0
6663,negative,extremista,-0.5,0.0
6664,negative,faisandé,-0.5,0.0
6665,negative,fake,-0.5,0.0
6666,negative,falsear,-0.5,0.0
6667,negative,falta,-0.5,0.068
6668,negative,falta de respeto,-0.5,0.0
6669,negative,falta de sabor,-0.5,0.0
6670,negative,faltar a clases,-0.5,0.0
6671,negative,familia Ixodidae,-0.5,0.0
6672,negative,fanafarronada,-0.5,0.0
6673,negative,fantaseador,-0.5,0.0
6674,negative,fatalidad,-0.5,0.0
6675,negative,fatídico,-0.5,0.0
6676,negative,ferocidad,-0.5,0.072
6677,negative,feúcho,-0.5,0.0
6678,negative,fiebre blackwater,-0.5,0.0
6679,negative,fiebre hemoglobinúrica,-0.5,0.0
